item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q61767554	Erzyan national costume	traditional clothing of Erzya	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q18752255	Tracht	traditional garment in German-speaking countries, especially in Bavaria and Austria	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q19894673	Czech traditional clothing	national dress	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q17069529	clothing of the Philippines	fashion and folk costume of the Philippines	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q1147867	folk costume of Albania	traditional Albanian clothing	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q1022248	Palestinian costume	traditional clothing of the Palestinians	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q86078	Anni Albers	German-American textile artist, weaver and graphic designer, student and teacher at the Bauhaus (1899–1994)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q87071	Leopold Bauer	Silesian-Austrian architect (1872-1938)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q85843	Felix Landau	SS Hauptscharführer, a member of an Einsatzkommando (1910–1983)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q85924	Friedl Dicker-Brandeis	Czech educator and artist (1898-1944)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q87024	Dagobert Peche	Austrian architect and artist (1887-1923)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q86332	Guido Seeber	German cinematographer (1879-1940)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q312529	André Masson	French painter (1896–1987)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q312392	Lucio Fontana	Italian-Argentine sculptor, painter and theorist, Manifiesto blanco, Spatialism (1899-1968)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q312617	Rosso Fiorentino	Italian painter	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q134165	Oscar Niemeyer	Brazilian architect (1907-2012)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q214778	Johannes Molzahn	German painter (1892–1965)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q214800	Calvin Klein	American fashion designer	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q214704	Prince Carl Philip, Duke of Värmland	Swedish prince, son of King Carl XVI Gustaf of Sweden	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q4724	Le Corbusier	Swiss-French architect, designer, urbanist, and writer (1886–1965)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q130777	Kazimir Malevich	Ukrainian avant-garde artist of Polish ancestry. Founder of the Suprematist movement (1879–1935)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q132305	Willem de Kooning	Dutch painter (1904–1997)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q310320	Vladimir Tatlin	Russian artist and bandurist (1885–1953)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q311398	Jean Fouquet	French painter (c. 1420–1481)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q214666	Léon Bakst	Russian artist (1866–1924)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q214564	Ferdinand Hodler	Swiss artist (1853–1918)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q85000	penepenepene	Italian architect and stage set designer	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q84655	Otto Prutscher	Austrian architect and jewelry designer (1880–1949)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q84902	Clemens Holzmeister	Austrian architect and stage designer (1886–1983)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q213890	Mati Klarwein	German artist (1932-2002)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q213848	Cesar Klein	German artist (1876-1954)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q213734	Heinrich Vogeler	German painter (1872–1942)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q213082	Bartholomeus van Hove	painter from the Northern Netherlands (1790-1880)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q126074	Richard Lindner	US-American-German painter (1901–1978)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q128964	André Charles Boulle	French cabinetmaker (1642-1732)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q123906	Walter Zapp	Estonian inventor (1905–2003)	entity	fashion	designer	cultural exclusive
http://www.wikidata.org/entity/Q123454	Max Bill	Swiss architect, painter and sculptor (1908-1994)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q129263	Bill Moggridge	British designer (1943-2012)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q309493	Will Wright	American video game designer and entrepreneur	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q310192	George Brinton McClellan	American soldier and politician (1826–1885)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q310285	Adam Elsheimer	German painter and draftsman (1578-1610)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q307151	H. Naoto	Japanese fashion designer	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q123419	Yves Béhar	Swiss designer, entrepreneur, and sustainability advocate	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q123080	Blaise Cendrars	Swiss writer (1887-1961)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q123179	Peter Zumthor	Swiss architect	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q83158	Jean Cocteau	French writer and filmmaker (1889–1963)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q209926	Svetlana Loboda	Ukrainian singer-songwriter	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q210134	Louis Kahn	Estonian-American architect (1901–1974)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q210315	Jacque Fresco	American futurist and self-described social engineer	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q82840	Alvar Aalto	Finnish architect and designer (1898–1976)	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q7272548	Quinze & Milan	designer furniture label	entity	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q4491179	floral designer	designer who arranges live, dried, and silk flowers and greenery to make decorative displays	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q11288554	website designer	professional who designs websites	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q15811035	property designer	person who designs props for use in theatre, film, television, etc.	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q67221165	vexillographer	person who designs or assists in design of a flag; often but not always also a vexillologist	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q3630699	game designer	professional responsible for designing gameplay, conceiving and structuring the rules and framework of a game	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q11811983	camoufleur	person who designed and implemented military camouflage in one of the world wars of the twentieth century	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q4787044	architectural designer	person that is involved in the design of buildings or urban landscapes	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q5427621	Fabergé workmaster	independent craftsmen of the House of Fabergé	concept	fashion	designer	cultural representative
http://www.wikidata.org/entity/Q15432439	garden designer	profession of a person who designs gardens	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q2217284	puppet designer	person who makes dolls and puppets, mostly by hand	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q1536379	golf course designer	occupation; landscape architect specialized in designing golf courses	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q2962070	production designer	responsible for developing the visual concept of a film, television show, or theater production	concept	fashion	designer	cultural agnostic
http://www.wikidata.org/entity/Q130299300	Lagenlook	Layered fashion style	entity	fashion	fashion trend	cultural representative
http://www.wikidata.org/entity/Q114008869	Zhivago look	short-lived coat fashion inspired by the looks from the 1966 film Doctor Zhivago	entity	fashion	fashion trend	cultural representative
http://www.wikidata.org/entity/Q118904046	gorpcore	fashion trend	entity	fashion	fashion trend	cultural agnostic
http://www.wikidata.org/entity/Q3115014	Great Male Renunciation	late 18th-century trend in men's fashion	entity	fashion	fashion trend	cultural exclusive
http://www.wikidata.org/entity/Q5077853	Taklon	synthetic fiber	concept	fashion	textile	cultural agnostic
http://www.wikidata.org/entity/Q4705114	ala kiyiz	traditional felted textile of Kyrgyzstan and Kazakhstan	concept	fashion	textile	cultural representative
http://www.wikidata.org/entity/Q3826612	boiled wool	knitted or woven wool fabric that has been heavily fulled and shrunk to a dense, felt-like textile that is warm, lightweight, and windproof	concept	fashion	textile	cultural agnostic
http://www.wikidata.org/entity/Q3243230	sea silk	Fabric produced using silk-like clam secretions	concept	fashion	textile	cultural exclusive
http://www.wikidata.org/entity/Q2621157	cheesecloth	loosely woven carded cotton cloth used primarily in cooking and cheesemaking	concept	fashion	textile	cultural agnostic
http://www.wikidata.org/entity/Q1801748	lamé	woven fabric with metallic thread in the weft	concept	fashion	textile	cultural agnostic
